0,0
5.00E-06,0
7.50E-06,7.05E-12
1.06E-05,6.07E-09
1.45E-05,2.28E-08
1.94E-05,2.91E-08
2.55E-05,2.21E-08
3.31E-05,1.74E-08
4.27E-05,1.39E-08
5.46E-05,1.08E-08
6.95E-05,8.73E-09
8.81E-05,8.98E-09
1.11E-04,8.96E-09
1.41E-04,2.52E-09
1.77E-04,-4.44E-09
2.22E-04,-5.82E-09
2.79E-04,-2.94E-07
3.50E-04,-5.23E-07
4.39E-04,-4.21E-07
5.50E-04,-3.40E-07
6.89E-04,-2.71E-07
8.62E-04,-2.16E-07
0.001079202,-1.71E-07
0.001350253,-1.38E-07
0.001621303,-1.16E-07
0.001892354,-9.92E-08
0.002163404,-1.47E-06
0.002434455,-3.32E-06
0.002705505,-4.56E-06
0.003044319,-6.42E-06
0.0033309,-1.06E-05
0.003554557,-1.62E-05
0.003778214,-2.28E-05
0.003975492,-2.96E-05
0.00417277,-3.76E-05
0.004317584,-4.26E-05
0.004424154,-4.51E-05
0.004530723,-4.75E-05
0.004637293,-5.02E-05
0.004743862,-5.31E-05
0.004877074,-5.68E-05
0.005010286,-6.04E-05
0.005176801,-6.48E-05
0.005384945,-7.01E-05
0.005539121,-7.21E-05
0.005664356,-7.13E-05
0.00578959,-6.96E-05
0.005914825,-6.79E-05
0.00604006,-6.60E-05
0.006165295,-6.35E-05
0.006290529,-6.03E-05
0.006447073,-5.55E-05
0.006642752,-4.85E-05
0.006838431,-3.99E-05
0.00708303,-2.71E-05
0.007327629,-1.07E-05
0.007572228,1.18E-05
0.007801146,3.81E-05
0.008030063,6.82E-05
0.008258981,1.03E-04
0.008487898,1.42E-04
0.008716816,1.86E-04
0.008945733,2.33E-04
0.009104767,2.69E-04
0.009263801,3.05E-04
0.00936974,3.29E-04
0.009475679,3.50E-04
0.009581618,3.69E-04
0.009687557,3.87E-04
0.009793495,4.03E-04
0.009893629,4.16E-04
0.009987474,4.28E-04
0.010081319,4.38E-04
0.010175164,4.47E-04
0.010269008,4.54E-04
0.010362853,4.61E-04
0.010456698,4.67E-04
0.010574004,4.73E-04
0.010691311,4.78E-04
0.010837943,4.83E-04
0.010942457,4.86E-04
0.011036534,4.87E-04
0.011130611,4.87E-04
0.011224687,4.86E-04
0.011318764,4.84E-04
0.01143636,4.80E-04
0.011553956,4.75E-04
0.011700951,4.67E-04
0.011884695,4.56E-04
0.012068438,4.43E-04
0.012236811,4.32E-04
0.012365508,4.22E-04
0.012494205,4.11E-04
0.012615804,4.00E-04
0.012737403,3.86E-04
0.012859001,3.71E-04
0.0129806,3.55E-04
0.013102199,3.38E-04
0.013254198,3.16E-04
0.013406196,2.93E-04
0.013558195,2.69E-04
0.013689647,2.49E-04
0.013803108,2.30E-04
0.013916568,2.11E-04
0.014030029,1.90E-04
0.014143489,1.69E-04
0.01425695,1.47E-04
0.014370411,1.24E-04
0.014483871,1.00E-04
0.014597332,7.60E-05
0.014739158,4.55E-05
0.014880983,1.46E-05
0.015058266,-2.42E-05
0.015235548,-6.29E-05
0.015393014,-9.70E-05
0.015515319,-1.23E-04
0.015637624,-1.50E-04
0.015749225,-1.75E-04
0.015860825,-2.00E-04
0.015972425,-2.26E-04
0.016059816,-2.46E-04
0.016137075,-2.64E-04
0.016196084,-2.78E-04
0.016255092,-2.92E-04
0.016305491,-3.03E-04
0.01635589,-3.15E-04
0.016406289,-3.27E-04
0.016456688,-3.40E-04
0.016519687,-3.56E-04
0.016598435,-3.78E-04
0.016677184,-4.00E-04
0.016755932,-4.23E-04
0.016854367,-4.52E-04
0.016952803,-4.82E-04
0.017075847,-5.19E-04
0.017198891,-5.57E-04
0.017352697,-6.05E-04
0.017506502,-6.55E-04
0.017660308,-7.06E-04
0.017805474,-7.55E-04
0.01795064,-8.06E-04
0.018095806,-8.56E-04
0.018240972,-9.08E-04
0.01842243,-9.72E-04
0.018649252,-1.05E-03
0.018932779,-1.15E-03
0.019186339,-1.24E-03
0.019439899,-1.33E-03
