tiempo,mu
0.339182455,0.00085
0.339274726,0.000852
0.339366996,0.000855
0.339453818,0.000857
0.33954064,0.000859
0.3396193,0.000861
0.33969796,0.000863
0.339776621,0.000865
0.339855281,0.000867
0.339933941,0.000869
0.340032266,0.000871
0.340130592,0.000873
0.340253498,0.000877
0.340376405,0.00088
0.340499311,0.000883
0.340614866,0.000886
0.34073042,0.000888
0.340845974,0.000891
0.340961528,0.000894
0.341067938,0.000897
0.341174348,0.000899
0.341280758,0.000902
0.341387168,0.000904
0.341493578,0.000907
0.341599988,0.000909
0.341706398,0.000912
0.34183941,0.000914
0.341972423,0.000917
0.342105435,0.00092
0.342238448,0.000923
0.34237146,0.000926
0.342504472,0.000928
0.342637485,0.000931
0.342770497,0.000933
0.34290351,0.000936
0.343036522,0.000938
0.343169535,0.00094
0.343302547,0.000942
0.34343556,0.000944
0.343568572,0.000946
0.343701585,0.000948
0.343834597,0.00095
0.34396761,0.000952
0.344100622,0.000953
0.344266888,0.000955
0.344474719,0.000957
0.344682551,0.000959
0.344890383,0.000961
0.345098215,0.000962
0.345286684,0.000963
0.345439247,0.000964
0.34559181,0.000965
0.345744373,0.000965
0.345896937,0.000966
0.346022477,0.000966
0.346148018,0.000966
0.346273559,0.000966
0.3463991,0.000966
0.346524641,0.000966
0.346650182,0.000966
0.346775723,0.000966
0.346901263,0.000965
0.347018395,0.000965
0.347135527,0.000964
0.347252659,0.000964
0.34736979,0.000963
0.347486922,0.000962
0.347604054,0.000961
0.347750468,0.00096
0.347896883,0.000959
0.348031179,0.000958
0.348156022,0.000957
0.348280866,0.000955
0.348405709,0.000954
0.348530553,0.000953
0.348655396,0.000951
0.34878024,0.00095
0.348905083,0.000948
0.349061137,0.000946
0.349217192,0.000944
0.349373246,0.000942
0.349529301,0.00094
0.349685355,0.000937
0.349841409,0.000935
0.349997464,0.000933
0.350138489,0.000931
0.350279514,0.000928
0.350409497,0.000926
0.35053948,0.000924
0.350662748,0.000922
0.350786016,0.00092
0.350909284,0.000918
0.351032552,0.000916
0.35115582,0.000914
0.351309905,0.000911
0.351502511,0.000908
0.351676987,0.000905
0.351851462,0.000902
0.351985718,0.0009
0.352119974,0.000897
0.352232061,0.000895
0.352344148,0.000893
0.352456235,0.000891
0.352568322,0.000889
0.352680409,0.000886
0.352792496,0.000884
0.352904582,0.000882
0.353016669,0.000879
0.353128756,0.000877
0.353268865,0.000874
0.353408974,0.000871
0.353549082,0.000867
0.353689191,0.000864
0.3538293,0.000861
0.353969408,0.000857
0.354109517,0.000854
0.354284653,0.000849
0.354459788,0.000845
0.354634924,0.00084
0.35481006,0.000836
0.354985196,0.000831
0.355145227,0.000827
0.35529319,0.000823
0.355432536,0.000819
0.355571882,0.000815
0.355701984,0.000812
0.355832086,0.000808
0.355962188,0.000804
0.356124815,0.0008
0.356287442,0.000795
0.35645007,0.00079
0.356612697,0.000786
0.356775324,0.000781
0.356922391,0.000777
0.357046816,0.000774
0.35717124,0.00077
0.357288555,0.000767
0.357405869,0.000764
0.357523184,0.00076
0.357640499,0.000757
0.357749348,0.000754
0.357858198,0.00075
0.357967048,0.000747
0.358075898,0.000744
0.35821196,0.00074
0.358348023,0.000736
0.358518101,0.000731
0.358688178,0.000726
0.358858256,0.000721
0.359070854,0.000715
0.359283451,0.000709
0.359549198,0.000702
0.359794954,0.000695
0.360027239,0.000689
0.36020631,0.000685
0.360385381,0.00068
0.360540106,0.000676
0.360694831,0.000672
0.360820015,0.000669
0.3609452,0.000666
0.361059797,0.000663
0.361174395,0.000661
0.361288992,0.000658
0.361403589,0.000655
0.361518186,0.000653
0.361632784,0.00065
0.361747381,0.000647
0.361861978,0.000645
0.361976575,0.000643
0.362091173,0.00064
0.36220577,0.000638
0.362320367,0.000635
0.362434964,0.000633
0.362578211,0.00063
0.362721457,0.000627
0.362900516,0.000624
0.363079574,0.000621
0.363303396,0.000617
0.36351333,0.000613
0.363723264,0.00061
0.363909562,0.000607
0.364095861,0.000604
0.364282159,0.000601
0.364468458,0.000598
0.364654756,0.000596
0.364841054,0.000593
0.364987033,0.000591
0.365124357,0.000589
0.365252751,0.000588
0.365381146,0.000586
0.36550954,0.000585
0.365637934,0.000583
0.365766329,0.000581
0.365926821,0.000579
0.366087314,0.000578
0.36628793,0.000575
0.366488546,0.000573
0.366689163,0.000571
0.366860458,0.000569
0.367031753,0.000567
0.367203048,0.000565
0.367374343,0.000563
0.367545638,0.000562
0.367759757,0.000559
0.368027406,0.000557
0.368295054,0.000554
0.368529038,0.000552
0.368746744,0.00055
0.36896445,0.000548
0.369182155,0.000547
0.369379419,0.000545
0.369576683,0.000544
0.369773947,0.000542
0.370020527,0.00054
0.370328752,0.000538
0.370714033,0.000535
0.371051335,0.000533
0.371388637,0.000531
0.371655718,0.000529
0.371892472,0.000527
0.372129226,0.000525
0.37236598,0.000524
0.372554494,0.000522
0.372688623,0.000521
0.372795283,0.00052
0.372901942,0.000519
0.373008601,0.000518
0.37311526,0.000517
0.373221919,0.000516
0.373355243,0.000515
0.373521898,0.000513
0.373730216,0.000511
0.373884846,0.00051
0.37400296,0.000509
0.374121074,0.000507
0.374239188,0.000506
0.374357301,0.000505
0.374475415,0.000504
0.374623058,0.000502
0.3747707,0.000501
0.374955253,0.000499
0.375185944,0.000497
0.375368573,0.000495
0.375514908,0.000494
0.375650224,0.000492
0.375785541,0.000491
0.375920858,0.00049
0.376056175,0.000488
0.376191492,0.000487
0.376326808,0.000486
0.376451608,0.000485
0.376576407,0.000484
0.376701206,0.000482
0.376826005,0.000481
0.376982004,0.00048
0.377138003,0.000479
0.377333002,0.000477
0.377433662,0.000476
0.377534322,0.000475
0.37762388,0.000474
0.377707772,0.000473
0.377791664,0.000473
0.377875556,0.000472
0.377959447,0.000471
0.378043339,0.000471
0.378127231,0.00047
0.378194247,0.000469
0.378261263,0.000469
0.378328279,0.000468
0.378395295,0.000468
0.378462311,0.000467
0.378529327,0.000467
0.378596343,0.000466
0.378680113,0.000466
0.378763883,0.000465
0.378868596,0.000464
0.378999486,0.000463
0.3791631,0.000462
0.379367616,0.00046
0.379623262,0.000458
0.379878908,0.000457
0.380080554,0.000455
0.380230364,0.000454
0.380353344,0.000454
0.380476324,0.000453
0.380599304,0.000452
0.380722284,0.000452
0.380836509,0.000451
0.380941686,0.00045
0.381022737,0.00045
0.381103789,0.00045
0.381176573,0.000449
0.381249358,0.000449
0.381322143,0.000449
0.381394928,0.000449
0.381485909,0.000448
0.381576889,0.000448
0.381690616,0.000448
0.381804342,0.000448
0.381918068,0.000447
0.382021329,0.000447
0.38212459,0.000447
0.382227852,0.000447
0.382331113,0.000447
0.382434374,0.000447
0.382563451,0.000447
0.382692528,0.000447
0.382853873,0.000447
0.383015219,0.000447
0.383176565,0.000447
0.383303849,0.000447
0.383410283,0.000447
0.383516717,0.000447
0.38362315,0.000448
0.383729584,0.000448
0.383862626,0.000448
0.383995668,0.000448
0.38412871,0.000449
0.384261752,0.000449
0.384428055,0.00045
0.384594358,0.000451
0.38476066,0.000451
0.384968538,0.000452
0.385176417,0.000454
0.385345043,0.000455
0.38551367,0.000456
0.385682296,0.000457
0.385850923,0.000458
0.386019549,0.000459
0.386188176,0.000461
0.386398959,0.000462
0.386609742,0.000464
0.386820526,0.000466
0.386992831,0.000468
0.387122239,0.000469
0.387239303,0.00047
0.387346231,0.000472
0.387453159,0.000473
0.387560087,0.000474
0.387667014,0.000476
0.387800674,0.000477
0.387934334,0.000479
0.388101408,0.000482
0.388268483,0.000484
0.388424036,0.000487
0.388579588,0.000489
0.388735141,0.000492
0.388890693,0.000494
0.389046245,0.000497
0.389201798,0.000499
0.389347851,0.000502
0.389493904,0.000505
0.389639957,0.000507
0.38978601,0.00051
0.389932063,0.000512
0.390078116,0.000515
0.390224169,0.000518
0.390370222,0.00052
0.390505162,0.000523
0.390616403,0.000525
0.39071403,0.000527
0.390811657,0.000529
0.390902175,0.000531
0.390992692,0.000533
0.391083209,0.000535
0.391173726,0.000537
0.391264243,0.000538
0.39137739,0.000541
0.391490537,0.000543
0.39163197,0.000547
0.391808761,0.000551
0.391985553,0.000555
0.39213474,0.000558
0.392283927,0.000561
0.392433115,0.000565
0.39255448,0.000568
0.392662632,0.00057
0.392770784,0.000573
0.392878936,0.000575
0.392987088,0.000578
0.39309524,0.000581
0.39323043,0.000584
0.39336562,0.000588
0.393500811,0.000591
0.393636001,0.000594
0.393771191,0.000598
0.393906381,0.000601
0.394041571,0.000605
0.394210559,0.000609
0.394421793,0.000615
0.394605462,0.000619
0.39478913,0.000624
0.394972799,0.000629
0.39512785,0.000633
0.395255656,0.000636
0.395383462,0.00064
0.395511267,0.000643
0.395639073,0.000646
0.395766879,0.00065
0.395894685,0.000653
0.39602249,0.000656
0.396182248,0.000661
0.396342005,0.000665
0.396541701,0.00067
0.396724883,0.000675
0.396885417,0.00068
0.397016864,0.000683
0.397127196,0.000686
0.397237528,0.000689
0.397347859,0.000692
0.397458191,0.000696
0.397562189,0.000699
0.397666187,0.000702
0.397770185,0.000705
0.397874183,0.000708
0.398004181,0.000712
0.398134178,0.000715
0.398264176,0.000719
0.398386831,0.000723
0.39850231,0.000727
0.398617789,0.00073
0.398733268,0.000734
0.398848747,0.000737
0.39894833,0.00074
0.399047914,0.000743
0.399140969,0.000746
0.399234024,0.000749
0.399327079,0.000752
0.399420134,0.000754
0.399513189,0.000757
0.399606244,0.00076
0.399699299,0.000763
0.399792354,0.000766
0.399908673,0.000769
0.4,0.000772
0.400116319,0.000775
0.400261717,0.000779
0.400396069,0.000783
0.400530421,0.000787
0.400664772,0.000791
0.400799124,0.000794
0.400923072,0.000798
0.401047019,0.000801
0.40115868,0.000804
0.40127034,0.000807
0.401382001,0.000809
0.401493661,0.000812
0.401605322,0.000815
0.401706288,0.000817
0.401796859,0.000819
0.401887429,0.000822
0.401977999,0.000824
0.402068569,0.000826
0.402159139,0.000828
0.402249709,0.00083
0.402340279,0.000832
0.402430849,0.000834
0.402521419,0.000836
0.402611989,0.000837
0.402702559,0.000839
0.402815771,0.000842
0.402928984,0.000844
0.403033876,0.000846
0.403138769,0.000848
0.403243661,0.00085
0.403348554,0.000852
0.403479669,0.000855
0.403599467,0.000857
0.403719265,0.000859
0.403839063,0.000862
0.403958861,0.000864
0.404078659,0.000866
0.404198457,0.000868
0.404318255,0.00087
0.404468002,0.000872
0.404598499,0.000874
0.404728996,0.000876
0.404859493,0.000878
0.40498999,0.00088
0.405120487,0.000882
0.405283608,0.000884
0.405446729,0.000886
0.40560985,0.000888
0.405772972,0.00089
0.405917618,0.000892
0.406062264,0.000894
0.40620691,0.000895
0.406351556,0.000897
0.406496202,0.000898
0.40667701,0.0009
0.406857817,0.000901
0.407038625,0.000903
0.407219432,0.000904
0.407388884,0.000905
0.407558335,0.000906
0.407712945,0.000907
0.407854436,0.000908
0.407995927,0.000908
0.408137418,0.000909
0.408278909,0.000909
0.4084204,0.000909
0.408561891,0.000909
0.408703382,0.000909
0.408844873,0.000908
0.408986364,0.000908
0.409127855,0.000908
0.409253554,0.000907
0.409379254,0.000907
0.409504953,0.000906
0.409630653,0.000905
0.409756352,0.000904
0.409882052,0.000903
0.410039176,0.000902
0.410235582,0.000901
0.410431987,0.000899
0.410628393,0.000897
0.410824798,0.000895
0.411021204,0.000893
0.411217609,0.000892
0.411398135,0.00089
0.41157866,0.000888
0.411737245,0.000886
0.411895831,0.000885
0.412054417,0.000883
0.412213003,0.000881
0.412351255,0.000879
0.412489507,0.000877
0.412617976,0.000876
0.412746444,0.000874
0.412874913,0.000872
0.413003381,0.00087
0.41313185,0.000869
0.413252026,0.000867
0.413372201,0.000865
0.413492377,0.000863
0.413642597,0.000861
0.413792817,0.000858
0.413943036,0.000856
0.414084147,0.000853
0.414214412,0.000851
0.414344677,0.000849
0.414474942,0.000846
0.414605206,0.000844
0.414735471,0.000841
0.414865736,0.000839
0.415028567,0.000835
0.415232106,0.000831
0.415486529,0.000826
0.415804558,0.000819
0.416122588,0.000813
0.41641894,0.000807
0.416649469,0.000802
0.416816648,0.000799
0.416968112,0.000796
0.417111465,0.000793
0.417254817,0.00079
0.417398169,0.000786
0.417541522,0.000783
0.417720712,0.000779
0.417899903,0.000775
0.418079093,0.000771
0.418258284,0.000767
0.418437474,0.000763
0.418616665,0.000759
0.418795855,0.000755
0.418975045,0.00075
0.419154236,0.000746
0.419333426,0.000742
0.419512617,0.000738
0.419691807,0.000733
0.419870998,0.000729
0.420050188,0.000725
0.420195278,0.000721
0.420320688,0.000718
0.420446098,0.000715
0.420571508,0.000712
0.420696918,0.000709
0.420822328,0.000706
0.420947738,0.000703
0.421104501,0.0007
0.421261263,0.000696
0.421409535,0.000692
0.421557807,0.000689
0.421706079,0.000686
0.421854351,0.000682
0.422002622,0.000679
0.422150894,0.000676
0.42226888,0.000673
0.422386865,0.00067
0.422494281,0.000668
0.422601696,0.000666
0.422709112,0.000664
0.422816527,0.000661
0.422923942,0.000659
0.423031358,0.000657
0.423138773,0.000654
0.423246189,0.000652
0.423353604,0.00065
0.423461019,0.000648
0.423568435,0.000645
0.42367585,0.000643
0.423783265,0.000641
0.423917535,0.000638
0.424051804,0.000636
0.42421964,0.000632
0.424387477,0.000629
0.424555314,0.000626
0.42472315,0.000623
0.424932946,0.000619
0.42519519,0.000614
0.425457435,0.00061
0.425665735,0.000607
0.425826477,0.000605
0.42595221,0.000603
0.426070655,0.000601
0.426189099,0.000599
0.426307544,0.000598
0.426425988,0.000596
0.426544433,0.000594
0.426662877,0.000593
0.426810933,0.000591
0.426958989,0.000589
0.427144058,0.000586
0.427329128,0.000584
0.427514197,0.000581
0.427699267,0.000579
0.427884336,0.000577
0.428115673,0.000575
0.42834701,0.000572
0.428552427,0.00057
0.428757844,0.000568
0.428945709,0.000567
0.429133574,0.000565
0.429304265,0.000564
0.429461266,0.000562
0.429602429,0.000561
0.429743592,0.00056
0.429884755,0.000559
0.430061209,0.000558
0.430237662,0.000556
0.430458229,0.000555
0.430733938,0.000553
0.430982593,0.000551
0.431178795,0.00055
0.431374996,0.000549
0.431571197,0.000548
0.431767398,0.000546
0.4319636,0.000545
0.432148393,0.000544
0.432333185,0.000543
0.432517978,0.000541
0.432702771,0.00054
0.432887564,0.000539
0.433118555,0.000537
0.433305841,0.000536
0.433493127,0.000535
0.433680414,0.000533
0.4338677,0.000532
0.434054986,0.000531
0.434216008,0.00053
0.434353502,0.000529
0.434490997,0.000528
0.434628491,0.000527
0.434800359,0.000526
0.434972227,0.000525
0.435187062,0.000523
0.435455606,0.000522
0.435677036,0.00052
0.435808755,0.00052
0.435940474,0.000519
0.436045036,0.000518
0.436149599,0.000517
0.436254161,0.000517
0.436358724,0.000516
0.436463286,0.000515
0.436567849,0.000515
0.436672411,0.000514
0.436776974,0.000513
0.436881536,0.000513
0.436986099,0.000512
0.437068859,0.000511
0.437151619,0.000511
0.437234378,0.00051
0.437317138,0.00051
0.437399898,0.000509
0.437482658,0.000508
0.437586108,0.000508
0.43771542,0.000507
0.437877061,0.000505
0.438038701,0.000504
0.438240751,0.000502
0.438493314,0.0005
0.438745877,0.000498
0.438956729,0.000496
0.439081782,0.000495
0.439206834,0.000494
0.439331887,0.000493
0.439449637,0.000492
0.439567387,0.000491
0.439685138,0.00049
0.439802888,0.000489
0.439950076,0.000488
0.440080112,0.000486
0.440210149,0.000485
0.440327015,0.000484
0.440443882,0.000483
0.440560749,0.000483
0.440677615,0.000482
0.440794482,0.000481
0.440940565,0.00048
0.441086648,0.000479
0.441232732,0.000478
0.441415336,0.000476
0.441575165,0.000475
0.441716343,0.000474
0.441857522,0.000473
0.441998701,0.000472
0.44213988,0.000471
0.442281058,0.000471
0.442422237,0.00047
0.442540824,0.000469
0.44265941,0.000468
0.442766164,0.000468
0.442872918,0.000467
0.442979672,0.000467
0.443086426,0.000466
0.44319318,0.000465
0.443326622,0.000465
0.443460064,0.000464
0.443593507,0.000463
0.443713003,0.000463
0.443832499,0.000462
0.443951996,0.000462
0.444071492,0.000461
0.444190988,0.000461
0.444310485,0.00046
0.444429981,0.00046
0.444549477,0.000459
0.444668974,0.000459
0.44478847,0.000459
0.444907966,0.000458
0.445027462,0.000458
0.445146959,0.000458
0.445266455,0.000457
0.445415825,0.000457
0.445565196,0.000457
0.445704779,0.000456
0.44582237,0.000456
0.445939962,0.000456
0.446057553,0.000456
0.446166349,0.000456
0.446275146,0.000455
0.446371949,0.000455
0.446468752,0.000455
0.446558735,0.000455
0.446648718,0.000455
0.446738701,0.000455
0.446828684,0.000455
0.446941163,0.000455
0.447053642,0.000454
0.447166121,0.000454
0.447278599,0.000454
0.447419198,0.000454
0.447559797,0.000454
0.447700395,0.000454
0.447876143,0.000454
0.448051892,0.000454
0.44822764,0.000455
0.448403388,0.000455
0.448579136,0.000455
0.448729623,0.000455
0.448880109,0.000455
0.44900228,0.000456
0.44912445,0.000456
0.44924662,0.000456
0.44936879,0.000457
0.44949096,0.000457
0.449643673,0.000458
0.449796385,0.000458
0.449987276,0.000459
0.450155424,0.00046
0.450298173,0.00046
0.450440922,0.000461
0.450583671,0.000462
0.45072642,0.000463
0.450869169,0.000464
0.451047605,0.000465
0.451226041,0.000466
0.451449086,0.000468
0.451672131,0.000469
0.451863024,0.000471
0.452002193,0.000472
0.452129624,0.000474
0.452257056,0.000475
0.452373484,0.000476
0.452481842,0.000477
0.452590199,0.000479
0.452698556,0.00048
0.452806914,0.000482
0.45294236,0.000484
0.453077807,0.000486
0.453213254,0.000488
0.453348701,0.00049
0.453484147,0.000492
0.453619594,0.000495
0.453755041,0.000497
0.453890487,0.000499
0.454025934,0.000502
0.454161381,0.000504
0.454296828,0.000507
0.454466136,0.00051
0.454635444,0.000513
0.454789041,0.000516
0.454922311,0.000519
0.455055581,0.000522
0.455188851,0.000524
0.455322121,0.000527
0.455488709,0.000531
0.455655297,0.000535
0.455804876,0.000538
0.455938068,0.000541
0.45604441,0.000543
0.456145154,0.000546
0.456245898,0.000548
0.456346642,0.00055
0.456447387,0.000553
0.456573317,0.000556
0.456699247,0.000559
0.456825177,0.000562
0.456951107,0.000565
0.457077037,0.000569
0.457186031,0.000571
0.457295025,0.000574
0.457404018,0.000577
0.457513012,0.00058
0.457622006,0.000583
0.457758248,0.000587
0.45789449,0.000591
0.458020225,0.000594
0.458134238,0.000597
0.458248252,0.000601
0.458362266,0.000604
0.45847628,0.000607
0.458574374,0.00061
0.458666262,0.000613
0.458753484,0.000615
0.458840707,0.000618
0.458927929,0.00062
0.459015151,0.000623
0.459102374,0.000626
0.459189596,0.000628
0.459276819,0.000631
0.459364041,0.000633
0.459451264,0.000636
0.459538486,0.000639
0.459625708,0.000641
0.459712931,0.000644
0.459800153,0.000647
0.459887376,0.000649
0.459974598,0.000652
0.460061821,0.000655
0.460149043,0.000658
0.460236265,0.00066
0.460345293,0.000664
0.460454321,0.000667
0.460590607,0.000671
0.460726892,0.000675
0.460863177,0.000679
0.460999462,0.000684
0.461135747,0.000688
0.461306103,0.000693
0.461476459,0.000698
0.461625596,0.000702
0.461755348,0.000706
0.461885101,0.000709
0.462000305,0.000713
0.462115508,0.000716
0.462230712,0.000719
0.462345915,0.000722
0.462461119,0.000726
0.462576323,0.000729
0.462691526,0.000732
0.46280673,0.000735
0.462921933,0.000738
0.463037137,0.000741
0.463152341,0.000744
0.463267544,0.000747
0.463382748,0.00075
0.463497951,0.000753
0.463613155,0.000756
0.463728358,0.000759
0.463843562,0.000762
0.463958766,0.000765
0.464073969,0.000768
0.464189173,0.00077
0.464304376,0.000773
0.464448381,0.000776
0.464592385,0.00078
0.46473639,0.000783
0.464880394,0.000786
0.46501404,0.000789
0.465131255,0.000791
0.46524847,0.000794
0.465355089,0.000796
0.465461709,0.000798
0.465568328,0.0008
0.465674947,0.000802
0.465781567,0.000804
0.465888186,0.000806
0.465994805,0.000808
0.46609486,0.00081
0.466194915,0.000812
0.46629497,0.000814
0.466395025,0.000815
0.46649508,0.000817
0.466595135,0.000819
0.46669519,0.00082
0.466795246,0.000821
0.466895301,0.000823
0.466995356,0.000824
0.467095411,0.000826
0.467195466,0.000827
0.467295521,0.000828
0.467420589,0.000829
0.467576925,0.000831
0.467733261,0.000833
0.467889597,0.000834
0.468045933,0.000836
0.46818078,0.000837
0.468315627,0.000838
0.468450474,0.000838
0.468575249,0.000839
0.468700025,0.00084
0.4688248,0.000841
0.468949576,0.000841
0.469067914,0.000842
0.469186252,0.000842
0.46930459,0.000843
0.469422928,0.000843
0.469541266,0.000843
0.469659604,0.000844
0.469777942,0.000844
0.46989628,0.000844
0.470014619,0.000844
0.470132957,0.000844
0.470239942,0.000844
0.470346927,0.000844
0.470453913,0.000844
0.470560898,0.000844
0.470667884,0.000844
0.470774869,0.000843
0.470881854,0.000843
0.471015586,0.000843
0.471149318,0.000842
0.471283049,0.000842
0.471416781,0.000841
0.471550513,0.00084
0.471684245,0.00084
0.471817976,0.000839
0.471985141,0.000838
0.472152306,0.000837
0.47231947,0.000836
0.472486635,0.000834
0.4726538,0.000833
0.472792895,0.000832
0.472931991,0.000831
0.473059612,0.00083
0.47316164,0.000829
0.473263669,0.000828
0.473359612,0.000827
0.473455555,0.000826
0.473551498,0.000825
0.473647441,0.000824
0.473743384,0.000823
0.473839328,0.000822
0.473959257,0.00082
0.474079186,0.000819
0.474199115,0.000817
0.474319043,0.000816
0.474438972,0.000814
0.474558901,0.000813
0.47467883,0.000811
0.474798759,0.000809
0.474918688,0.000807
0.475031105,0.000806
0.475143521,0.000804
0.475255937,0.000802
0.475368354,0.0008
0.47548077,0.000798
0.475593186,0.000796
0.475705603,0.000794
0.475846123,0.000792
0.475986644,0.000789
0.476127164,0.000786
0.476267684,0.000783
0.476408205,0.000781
0.476548725,0.000778
0.476724376,0.000774
0.476943939,0.00077
0.477148224,0.000766
0.477337973,0.000762
0.477515371,0.000758
0.477669814,0.000755
0.477804059,0.000753
0.477938304,0.00075
0.478072549,0.000747
0.478206794,0.000744
0.478341039,0.000742
0.478475284,0.000739
0.478609529,0.000736
0.478777335,0.000733
0.478945141,0.000729
0.479112947,0.000726
0.479280754,0.000723
0.47944856,0.00072
0.479616366,0.000716
0.479784172,0.000713
0.479951978,0.00071
0.480119785,0.000707
0.480259623,0.000704
0.48039108,0.000701
0.480522538,0.000699
0.480653996,0.000696
0.480785453,0.000694
0.480916911,0.000691
0.481081233,0.000688
0.481245555,0.000684
0.481409877,0.000681
0.48161528,0.000677
0.481820682,0.000674
0.482077436,0.000669
0.482313735,0.000665
0.4824405,0.000663
0.482567266,0.000661
0.482669202,0.00066
0.482760772,0.000658
0.482852342,0.000657
0.482937957,0.000655
0.483023572,0.000654
0.483109187,0.000652
0.483194802,0.000651
0.48330182,0.000649
0.483435594,0.000647
0.483569367,0.000644
0.483736584,0.000641
0.4839038,0.000638
0.484071017,0.000635
0.484238234,0.000632
0.48440545,0.000629
0.484572667,0.000626
0.484739884,0.000623
0.4849071,0.000621
0.485074317,0.000618
0.485201093,0.000616
0.48532787,0.000613
0.485438169,0.000611
0.485548468,0.00061
0.485658767,0.000608
0.485769066,0.000606
0.485879365,0.000604
0.486017239,0.000601
0.486155113,0.000599
0.486292987,0.000597
0.48643086,0.000594
0.486568734,0.000592
0.486706608,0.00059
0.48680852,0.000588
0.486903355,0.000586
0.486985401,0.000585
0.487067448,0.000584
0.487149495,0.000583
0.487231542,0.000581
0.4873341,0.00058
0.487436659,0.000578
0.487539217,0.000576
0.487667416,0.000574
0.487827663,0.000572
0.488027973,0.000569
0.488228282,0.000566
0.488428592,0.000563
0.488628902,0.00056
0.488829211,0.000558
0.489029521,0.000555
0.48922983,0.000552
0.48943014,0.00055
0.48960419,0.000548
0.489778241,0.000545
0.489936393,0.000544
0.490094545,0.000542
0.490252698,0.00054
0.49041085,0.000538
0.49060854,0.000536
0.490806231,0.000534
0.491053343,0.000531
0.491300456,0.000529
0.491524274,0.000527
0.491748092,0.000525
0.491952421,0.000523
0.49215675,0.000522
0.492361079,0.00052
0.492544378,0.000519
0.492727678,0.000517
0.492898892,0.000516
0.49311291,0.000514
0.493294459,0.000513
0.493476007,0.000512
0.493657555,0.000511
0.493839104,0.00051
0.494020652,0.000508
0.494202201,0.000507
0.494383749,0.000506
0.494610684,0.000505
0.494823711,0.000504
0.495016082,0.000503
0.495256544,0.000502
0.495497007,0.0005
0.495797586,0.000499
0.496098164,0.000498
0.496398743,0.000497
0.496611456,0.000496
0.496824169,0.000495
0.497036882,0.000495
0.497249595,0.000494
0.497462307,0.000493
0.49767502,0.000493
0.497853183,0.000492
0.497998539,0.000492
0.498143895,0.000491
0.49828925,0.000491
0.498434606,0.00049
0.498579962,0.00049
0.498725318,0.00049
0.498870674,0.000489
0.49901603,0.000489
0.499161386,0.000488
0.499306741,0.000488
0.499452097,0.000487
0.499597453,0.000487
0.499742809,0.000486
0.499870466,0.000486
0.5,0.000485
0.500100664,0.000485
0.500201328,0.000484
0.500301992,0.000484
0.500402656,0.000483
0.50050332,0.000483
0.500603984,0.000482
0.500729814,0.000482
0.500855644,0.000481
0.501012931,0.000481
0.501136065,0.00048
0.501259199,0.000479
0.501382333,0.000479
0.501505467,0.000478
0.501628601,0.000477
0.501782519,0.000476
0.501936436,0.000476
0.502090354,0.000475
0.502244271,0.000474
0.502398189,0.000473
0.502590586,0.000472
0.502831082,0.00047
0.503131702,0.000468
0.503319755,0.000466
0.503447532,0.000465
0.503575309,0.000464
0.503689743,0.000463
0.503804176,0.000462
0.503918609,0.000461
0.504033042,0.00046
0.504147475,0.000459
0.504261908,0.000458
0.504347901,0.000457
0.504419994,0.000457
0.504483553,0.000456
0.504547113,0.000456
0.504610672,0.000455
0.504674232,0.000455
0.504753681,0.000454
0.50483313,0.000453
0.504932442,0.000452
0.505056581,0.000451
0.505180721,0.00045
0.505335895,0.000449
0.50549107,0.000447
0.505685038,0.000446
0.505864187,0.000444
0.506043336,0.000443
0.506173737,0.000442
0.506304137,0.000441
0.506416336,0.00044
0.506528536,0.000439
0.506640735,0.000438
0.506752934,0.000437
0.506893184,0.000436
0.507033433,0.000435
0.507208744,0.000434
0.507356364,0.000433
0.507484059,0.000432
0.50759179,0.000431
0.507699522,0.000431
0.507807253,0.00043
0.507941918,0.000429
0.508076582,0.000429
0.508211247,0.000428
0.508345911,0.000428
0.508448704,0.000427
0.508551497,0.000427
0.508654289,0.000426
0.508757082,0.000426
0.508859875,0.000426
0.508962668,0.000425
0.50906546,0.000425
0.509168253,0.000425
0.509296744,0.000424
0.509425235,0.000424
0.509553726,0.000424
0.509682217,0.000424
0.509810708,0.000423
0.509939199,0.000423
0.51006769,0.000423
0.510196181,0.000423
0.510324672,0.000423
0.510453163,0.000423
0.510581653,0.000423
0.51068685,0.000423
0.510781696,0.000423
0.510876541,0.000423
0.510971386,0.000423
0.511060871,0.000423
0.511150356,0.000423
0.511262213,0.000423
0.51137407,0.000424
0.511485926,0.000424
0.511625747,0.000424
0.511765568,0.000425
0.511940344,0.000425
0.51211512,0.000426
0.512289895,0.000427
0.512438066,0.000428
0.512565652,0.000428
0.512693238,0.000429
0.512820824,0.00043
0.51294841,0.00043
0.513075996,0.000431
0.513235478,0.000432
0.513394961,0.000433
0.513554444,0.000435
0.513696905,0.000436
0.513839366,0.000437
0.513981828,0.000438
0.514114461,0.000439
0.514224238,0.00044
0.514321272,0.000441
0.514418307,0.000442
0.514515341,0.000443
0.514636634,0.000445
0.514757928,0.000446
0.514879221,0.000448
0.515000514,0.000449
0.515121807,0.000451
0.515273423,0.000453
0.515462944,0.000455
0.515652464,0.000458
0.515827386,0.00046
0.516002308,0.000463
0.516177231,0.000466
0.516327264,0.000468
0.516440932,0.00047
0.5165546,0.000472
0.516668268,0.000474
0.516781936,0.000476
